bearing_1_rms,bearing_1_mean,bearing_1_std,bearing_1_peak,bearing_1_kurtosis,bearing_1_skewness,bearing_2_rms,bearing_2_mean,bearing_2_std,bearing_2_peak,bearing_2_kurtosis,bearing_2_skewness,bearing_3_rms,bearing_3_mean,bearing_3_std,bearing_3_peak,bearing_3_kurtosis,bearing_3_skewness,bearing_4_rms,bearing_4_mean,bearing_4_std,bearing_4_peak,bearing_4_kurtosis,bearing_4_skewness,label,timestamp
0.07924111648011797,-0.0017912597656250002,0.07922086801763584,0.415,0.45561611311583317,0.033522202051255556,0.09514610526793123,-0.001935546875,0.09512641592087304,0.4,0.17039232606799093,0.08225057259715263,0.10602371468766728,-0.0020170410156250002,0.10600452642087112,0.61,1.1020056241504284,0.06132427648619718,0.05552349455199686,-0.0030745605468749998,0.05543830376832633,0.291,0.17474457710442426,0.03617513923922104,0,2004.02.12.12.12.39
0.077638908086269,-0.0015550292968750002,0.07762333368719734,0.474,0.641964748352406,0.019566731271746428,0.09332906725625129,-0.001974072265625,0.09330818738788127,0.415,0.059455088479436036,0.0700635484730272,0.10460412281437871,-0.001922607421875,0.10458645271002825,0.867,1.636791083013878,0.10484135081084286,0.054774163029177134,-0.002776904296875,0.05470372691209322,0.276,0.11037494107204004,0.0015079322051127736,0,2004.02.12.12.22.39
0.07740458087623109,-0.00245126953125,0.07736575740151559,0.4,0.36510812429231887,0.02577194273286154,0.09438051851622042,-0.001786181640625,0.09436361497175338,0.615,0.2908261586595482,0.09282816643799541,0.10442234914975398,-0.0018608886718750003,0.10440576658070191,0.615,1.155097454763375,-0.014969823191563501,0.05468983164672273,-0.003140380859375,0.05459959426227402,0.234,0.045222985611689914,-0.033692588107174855,0,2004.02.12.12.32.39
0.07986468720103242,-0.0010339843750000002,0.07985799357629145,0.432,0.5986922642359729,0.03675248339817481,0.09484019788447104,-0.001261376953125,0.09483180934131623,0.417,0.10663964966735895,0.09946276250324845,0.10489408069125017,-0.00175244140625,0.10487944085081766,0.684,1.5421350257048063,0.054919342062947116,0.0562540167836651,-0.0028952636718749996,0.05617946112741912,0.266,0.10270170749730756,0.0034773046693903644,0,2004.02.12.12.42.39
0.07921698007145074,-0.0023719238281249997,0.07918146190235564,0.422,0.5515379564037981,0.024889549212417875,0.09478245161824854,-0.001698291015625,0.09476723559538852,0.461,0.1405758147035403,0.10759678201791821,0.10366273438415563,-0.0015814453125,0.10365067067184645,0.691,1.2158272297343728,0.0040420453165664685,0.05563200491356684,-0.003035791015625,0.05554911289672028,0.227,0.08021258146545174,0.010892719115551917,0,2004.02.12.12.52.39
0.07866177721938719,-0.0015209960937499999,0.07864707093207793,0.371,0.5534797335794162,-0.013484601656440252,0.09463108158296882,-0.00122109375,0.09462320292410424,0.513,0.1963277081911694,0.08059884985688502,0.10472389176238331,-0.001826806640625,0.10470795711576625,0.725,1.3689259882143467,0.02480599153191324,0.056322874235157555,-0.003251123046875,0.056228963720163415,0.291,0.1942115501137418,0.037063813572896336,0,2004.02.12.13.02.39
0.07845338360094803,-0.0020170898437499997,0.07842744893849181,0.439,0.48037632487840387,0.016456736687111145,0.09569390236174273,-0.0012224609375,0.09568609375700858,0.476,0.16618171857448294,0.09864819150623237,0.10870793053018833,-0.00162607421875,0.1086957682837348,0.962,2.0732581124646625,-0.03876570458981896,0.056179606561094525,-0.002717138671875,0.056113860594305724,0.3,0.21432561473101197,-0.020017038313209567,0,2004.02.12.13.12.39
0.07762277416041877,-0.001661767578125,0.07760498435587541,0.444,0.44815124004968876,0.020392004483786124,0.09294257404608772,-0.0016699218750000002,0.09292757088853607,0.454,0.11792901777945763,0.09641483911408974,0.10421540638377022,-0.0014107910156250002,0.10420585682409894,0.984,2.3678596635747793,0.05815450554315386,0.054829943062618625,-0.0027646484375,0.05476019882421017,0.308,0.2032968849159844,-0.03361461086818191,0,2004.02.12.13.22.39
0.07782555832949016,-0.0027571777343750005,0.07777670281156139,0.405,0.34182171768205283,0.0035140885281223387,0.09496679775469556,-0.00177392578125,0.09495022834677053,0.425,0.13773452008230214,0.105928546482721,0.10522980038312282,-0.001863330078125,0.10521330186669284,0.676,1.15324452003828,0.08360201321177015,0.055626265347265356,-0.003074755859375,0.055541221384568185,0.229,0.09252352336489178,-0.00042875283573149726,0,2004.02.12.13.32.39
0.07893316063389487,-0.0022611328125000003,0.07890076758853798,0.471,0.596868316572992,-0.03212592484429237,0.09547548411192398,-0.0007662109375,0.09547240956006874,0.479,0.2428765631080716,0.14166710902351348,0.10676083037492612,-0.0014248046875,0.10675132239905147,0.935,2.455959556247638,0.026975741224551247,0.054763918928490224,-0.00307001953125,0.05467779985043284,0.229,0.08187660391282492,-0.01597381889962809,0,2004.02.12.13.42.39
0.07902854786058722,-0.0014483886718750002,0.07901527413866453,0.415,0.506796786735634,0.06155749373143859,0.09566555793288081,-0.001681689453125,0.09565077571662774,0.486,0.15281076445820707,0.11734798156530932,0.10561785917984882,-0.001846240234375,0.10560172145723455,0.889,1.9146674396434005,0.057655226489888814,0.0553470134201589,-0.0029849609375000004,0.05526646273041951,0.242,0.15068050869219984,-0.04405602164659781,0,2004.02.12.13.52.39
0.07936328499916934,-0.0018087402343750004,0.07934267114626233,0.381,0.38479373520681914,0.0377469111642126,0.09608866576997063,-0.0012542480468749999,0.09608047955380966,0.486,0.1568107272616177,0.07508600482645354,0.10640429169453469,-0.0008227050781250001,0.10640111111905765,0.703,1.287320249300059,0.04701899875576833,0.0552470092516328,-0.0029350585937500005,0.05516899004242559,0.266,0.16459442401140656,-0.02035257258242844,0,2004.02.12.14.02.39
0.07948672040475141,-0.001801708984375,0.07946629829958578,0.344,0.415366797977363,0.019709197443560304,0.09433478732476888,-0.001448779296875,0.09432366160279361,0.417,0.13381176922639337,0.10429741595167412,0.10652850378720535,-0.0012916503906249999,0.10652067291567878,0.972,1.9640765359426986,0.17948257334234974,0.054752911773313484,-0.0027037109374999997,0.054686116106583145,0.293,0.2287552428216273,-0.019734812844175425,0,2004.02.12.14.12.39
0.07975294340914243,-0.0022458496093750004,0.07972131548057863,0.393,0.5204940512938818,-0.03852171656752308,0.09627197243113518,-0.0014227539062500003,0.09626145878337551,0.466,0.18753266434413263,0.13867451840965447,0.10519049149972219,-0.0013483886718750001,0.10518184895666498,0.684,1.2550782860775573,0.0005212141855761988,0.05664761120708225,-0.00309033203125,0.056563254002977764,0.264,0.08190032329832775,0.007222416676022428,0,2004.02.12.14.22.39
0.07938138784581765,-0.0019770019531250003,0.07935676530457542,0.437,0.4850924186751264,-0.036551854306302776,0.09674150883281694,-0.0013240234375,0.09673244798508385,0.667,0.37151407315160423,0.17123976371270191,0.10800230439164829,-0.00237470703125,0.1079761942301264,0.847,1.3881699770838445,0.07319050873222258,0.056104046321739355,-0.002956982421875,0.05602606775982585,0.22,0.13615901235748984,-0.04506036100286599,0,2004.02.12.14.32.39
0.07759187944533484,-0.0021740722656250003,0.07756141544378374,0.405,0.3103442676736252,0.026621722239064012,0.09475114455525722,-0.0015088867187500001,0.09473912948407975,0.603,0.2619512854971586,0.14412096886287523,0.10659309792566601,-0.0019612792968749996,0.10657505293881057,0.688,1.023079180040419,-0.004535019359942645,0.05549978093284468,-0.0032119140625,0.05540676214731253,0.259,0.12751798474664522,-0.03415827860972034,0,2004.02.12.14.42.39
0.07774099563514575,-0.0015153320312499999,0.07772622576182905,0.388,0.3684250157339868,0.0013371268977277547,0.09624643586136385,-0.0015135253906249997,0.09623453463755909,0.442,0.1569864407429291,0.09837443351480715,0.10562862258026053,-0.002003857421875,0.1056096135000783,0.713,1.6129185120977327,-0.05996705230132073,0.05521808370070556,-0.003076416015625,0.055132317492346816,0.237,0.09527225784784932,-0.0038060301167171127,0,2004.02.12.14.52.39
0.07751394405806931,-0.00224921875,0.0774813044446991,0.4,0.4046000652526267,-0.03267304141278204,0.09513670186114098,-0.0021186035156250003,0.09511310929708484,0.444,0.17415747270498727,0.0898610986258815,0.10745514484796377,-0.002367138671875,0.10742906873283874,0.981,2.3164572436606026,-0.03781902764094395,0.05549451030352574,-0.003186083984375,0.0554029741320142,0.222,0.0650560438830885,-0.00012383140966296726,0,2004.02.12.15.02.39
0.07827954401833694,-0.0023556640625,0.07824409152481353,0.391,0.34236824748349015,0.033699344305766536,0.0946834910454959,-0.0013390625,0.0946740217175947,0.522,0.23350170243509627,0.1068876711188139,0.10655456096709622,-0.001291650390625,0.10654673201069578,0.728,1.2029156232374243,0.13293391813520886,0.05516388093459003,-0.003020556640625,0.055081121968841566,0.276,0.12490495603556173,-0.025162781644334373,0,2004.02.12.15.12.39
0.07886118143611597,-0.00244453125,0.07882328465921586,0.488,0.5354437327065131,-0.006817988252793583,0.09587704859488337,-0.001529052734375,0.09586485510864304,0.474,0.2911139370852154,0.08901991461560005,0.10490864841241046,-0.0017863281250000002,0.10489343899190542,0.776,2.0182203337220983,-0.013131602801508593,0.05524736189261664,-0.00291376953125,0.05517047166023242,0.283,0.2349114011163862,-0.038159455019181186,0,2004.02.12.15.22.39
0.07858236746600665,-0.0022748046875,0.0785494350087652,0.403,0.4894571529874274,-0.0026229057352786392,0.09492215432057668,-0.002049658203125,0.09490002256116559,0.452,0.16584032946143124,0.12000694506904652,0.10487340000828083,-0.0014609863281249999,0.10486322304910291,0.64,0.9576234745666259,0.013845938667703448,0.05443486646901965,-0.0034757812499999997,0.05432378514244151,0.225,0.07380609075841882,-0.03965560309123258,0,2004.02.12.15.32.39
0.08023091764702917,-0.0018186035156250002,0.08021030375043676,0.396,0.4871236429578749,0.023063896861876175,0.09489323050308963,-0.0017956054687499998,0.09487624042041871,0.466,0.16606961398871523,0.13648096062159884,0.10490426159867149,-0.0016982421875,0.1048905147047868,0.679,1.135839431936982,-0.022280601917614037,0.05680913167270074,-0.00293701171875,0.056733159647336544,0.239,0.1438283389506818,-0.0015948291453825526,0,2004.02.12.15.42.39
0.07742107025313345,-0.0018798339843750004,0.07739824509206791,0.388,0.5090902061022118,-0.01826760866517852,0.09549172595865309,-0.00199599609375,0.09547086323143954,0.466,0.2015760154880244,0.12330463804351728,0.10425167981447889,-0.0018504394531250004,0.1042352561179323,0.684,1.435056283365955,-0.024625609305718783,0.055391673121254204,-0.003500048828124999,0.05528098325258529,0.31,0.17624855927539507,-0.06109682820649669,0,2004.02.12.15.52.39
0.07901612461528817,-0.0019884765625,0.07899110019602928,0.376,0.4048842121206988,0.029732962929512927,0.09626068173276278,-0.00178076171875,0.09624420884062213,0.476,0.22990973014868255,0.12419941811748827,0.10672920611294737,-0.0025443359375000004,0.10669887437146255,0.876,1.715038585019828,0.02850857568268924,0.055981837787887734,-0.003243896484375,0.05588777413449237,0.291,0.1531009775784118,-0.015167685907261154,0,2004.02.12.16.02.39
0.07823475415576188,-0.0013528320312499998,0.07822305672439377,0.359,0.4070732595233353,-0.014542198784080406,0.097852774505967,-0.0013816894531250002,0.0978430192337233,0.483,0.30732933298838194,0.17269560728202488,0.10813122588650677,-0.0016906250000000005,0.1081180086702864,0.657,1.318097556076971,-0.021395348152906966,0.0555853180965138,-0.0026141113281250004,0.05552381479919039,0.227,0.11458715877017989,-0.012744824364744757,0,2004.02.12.16.12.39
0.07812870584960675,-0.001791064453125,0.07810817348945709,0.356,0.4222749206458021,-0.01172461832037191,0.09525619930408401,-0.0015623535156250002,0.09524338589819027,0.403,0.11411470379783095,0.09800544051558399,0.10287416843527825,-0.0011615234375000004,0.1028676110082962,0.825,1.427143762741144,0.02298519571368547,0.055627612298210324,-0.0030807617187499996,0.055542237596556056,0.286,0.19622105125694,0.007256927852378748,0,2004.02.12.16.22.39
0.07686189103169887,-0.00203349609375,0.07683498673524616,0.413,0.41002085652460263,-0.012803876204084743,0.09595532942020796,-0.001471728515625,0.09594404233362759,0.461,0.17342097743410712,0.1294439837367527,0.10628541643185932,-0.0014912109374999997,0.10627495488605784,0.754,1.3478339257986063,-0.03865396591498968,0.055640146726391504,-0.0028114746093749997,0.05556906997831811,0.244,0.033799901738375215,-0.046550877848236395,0,2004.02.12.16.32.39
0.07986518700725069,-0.0018202636718749998,0.07984444085763252,0.457,0.571084158858016,-0.009777816314283774,0.09652050689855046,-0.002276025390625,0.0964936679807248,0.442,0.2161678077047089,0.13174951548508196,0.10492086955028299,-0.0014645507812500002,0.10491064749679434,0.764,1.1669582310706454,-0.009010394501116022,0.05646707809160241,-0.003012158203125,0.056386681150449626,0.264,0.1604303831393752,0.029416901796130525,0,2004.02.12.16.42.39
0.07742917473155306,-0.002309033203125,0.07739473796891001,0.378,0.35734947611094325,0.04515156490348077,0.09548428550969461,-0.0017294433593750005,0.09546862209628663,0.581,0.26332811742914775,0.09473702861597293,0.10745294982354486,-0.0022916015625,0.1074285110576331,0.798,1.8647504088246691,0.020867099727308793,0.05610140094061824,-0.0027642578125,0.056033258572441,0.308,0.2591494143951105,-0.02769475010349244,0,2004.02.12.16.52.39
0.0784612560514543,-0.001993701171875,0.07843592197972266,0.498,0.6565541171106131,-0.0005041786498264686,0.09679553772280453,-0.0018719238281249997,0.09677743551173781,0.457,0.27579933195254425,0.10821880761118317,0.1068019414032348,-0.00211201171875,0.1067810568125258,0.989,2.5808629269772574,-0.0035485457175611235,0.05663766457780657,-0.003388427734375,0.05653621499815002,0.239,0.09783563815513929,-0.01406615820844569,0,2004.02.12.17.02.39
0.0785959604559929,-0.0024907226562500004,0.07855648477783131,0.371,0.5063092399101561,-0.03750489403813643,0.09723323431558137,-0.0008767578124999998,0.09722928134675772,0.427,0.1996399991766542,0.09825217219244956,0.10717779907814107,-0.0022390136718749994,0.10715440930270453,0.845,2.2363572848652993,-0.07220898102530961,0.0563313886017101,-0.003306982421875,0.056234235204706794,0.251,0.13239828952994648,-0.023552104690108953,0,2004.02.12.17.12.39
0.07866142681365101,-0.001803759765625,0.0786407433781452,0.393,0.4535176765189042,-0.008567821648586589,0.09511981727627464,-0.000918505859375,0.09511538248705184,0.505,0.14869918038247532,0.10882979623259988,0.10526330592480339,-0.0013694335937499999,0.10525439765563746,0.752,1.402393444054158,-0.025012865026693424,0.05577357396414879,-0.002696533203125,0.055708350015225006,0.239,0.13901885475195952,-0.0019555760279990992,0,2004.02.12.17.22.39
0.07762854039078106,-0.001730615234375,0.07760924722037751,0.449,0.4311622336999261,0.04469910396353982,0.09504406769855496,-0.0009978515624999998,0.09503882941696365,0.449,0.13873652698021166,0.1179265114173074,0.10299200728431855,-0.001357373046875,0.10298306221347636,0.654,1.1640024732193197,0.04887977857991119,0.05507993835667393,-0.0032916992187499994,0.05498149075487387,0.239,0.1686289431008996,-0.002661798670131126,0,2004.02.12.17.32.39
0.07820874324224403,-0.0019462890624999999,0.07818452198751644,0.415,0.4888086210830598,-0.00635665358895836,0.09458627272644403,-0.0018541992187499998,0.09456809680615572,0.444,0.1838633253755626,0.11481733917673781,0.10185255408401647,-0.0013387695312500002,0.10184375518204195,0.61,1.085164704702442,-0.01334516442363303,0.055519513742917456,-0.00303681640625,0.055436397360982353,0.225,0.0633427913886555,-0.008434809406985011,0,2004.02.12.17.42.39
0.07808856431612202,-0.0016118652343750002,0.07807192688424783,0.469,0.5372057619820829,0.030870463484647042,0.09683363683481196,-0.0011041015625,0.09682734212192305,0.583,0.4146038637111982,0.10011281858981465,0.10702843632250555,-0.003328466796875,0.1069766679721458,1.057,3.1242790004954397,0.05726492002096326,0.05538090932069913,-0.0033448242187499996,0.05527980886483928,0.278,0.18913039909275797,-0.008032433598448525,0,2004.02.12.17.52.39
0.07648226248359404,-0.001743408203125,0.07646238946336069,0.361,0.45807478736549356,0.018151452009782725,0.09473453349195055,-0.0020607421875,0.09471211737456912,0.5,0.18939313118115741,0.11324427626387222,0.10497783178374197,-0.002097705078125,0.10495687113962969,0.82,1.2878623907589795,0.023202387031417342,0.055835726200278796,-0.00347412109375,0.05572754079392398,0.269,0.12356178899662806,-0.001629486551140163,0,2004.02.12.18.02.39
0.07891327536794347,-0.002005615234375,0.07888778445886611,0.364,0.3568560970634449,0.06839577552113574,0.09578614613301667,-0.0009242675781249999,0.09578168676975601,0.393,0.1350103889038965,0.08381668544792616,0.10704842790984252,-0.00175927734375,0.10703397059437027,0.745,1.7343215168223,-0.02232149991053468,0.05600931972881277,-0.0028974121093749998,0.05593432666576779,0.317,0.18535547821472598,0.016864152958062418,0,2004.02.12.18.12.39
0.07732266473953077,-0.0021379394531250004,0.07729310252096656,0.396,0.49870080100987035,0.014922369043587947,0.09449837005662783,-0.001722119140625,0.09448267697850685,0.464,0.2707869586557923,0.11779488159933957,0.10658380583379272,-0.002912744140625,0.10654399836493317,0.613,1.0692743430654819,0.019552727561484812,0.05572195158707092,-0.0022852050781249997,0.05567507275633133,0.251,0.12851301304402707,0.02496558979994284,0,2004.02.12.18.22.39
0.07824754763529333,-0.00220166015625,0.07821656732108538,0.415,0.3301317965124655,0.025826229912876857,0.09602726841526252,-0.0019171386718749995,0.09600812912774458,0.481,0.18294816072729736,0.09801818014438779,0.10460732050820463,-0.0014570312500000002,0.10459717282911031,0.667,0.9541420555481834,0.026031927802681754,0.05622907119333935,-0.0031881347656250005,0.05613861633476406,0.232,0.11287879853602734,-0.005970569012778625,0,2004.02.12.18.32.39
0.0769698265505305,-0.00212666015625,0.0769404413543266,0.405,0.4247094765702504,0.04661106556231693,0.09471815381493337,-0.0012449707031249996,0.09470997154501597,0.442,0.3391270462355709,0.11157085831376144,0.10272164250947192,-0.00130400390625,0.1027133653117073,0.696,1.1603427256185253,0.010380580746529037,0.05521778304543859,-0.0028795410156249998,0.05514264962796454,0.237,0.15081854632961056,-0.046353242591828075,0,2004.02.12.18.42.39
0.07847964256337435,-0.0019012695312499999,0.0784566088423693,0.396,0.5538267041997038,-0.04187391912764944,0.09655180007465552,-0.00172734375,0.0965363474615939,0.496,0.20700861355921552,0.11534883596533745,0.10489837995501884,-0.0025740234375,0.10486679417494701,0.698,1.2149302868660117,0.06610984550424509,0.056001716805435975,-0.0032108398437500005,0.055909594817473304,0.259,0.10733575704197129,-0.0010294452963949207,0,2004.02.12.18.52.39
0.07853956351488958,-0.001943994140625,0.07851550116945437,0.427,0.5795482668007641,-0.02383201595693533,0.0961099844010106,-0.0010604492187500005,0.09610413388099885,0.525,0.27169950141049704,0.13433281472550512,0.10347393028220622,-0.002068798828125,0.10345324702229323,0.942,1.4901189940492312,0.032767226482393316,0.056238176274690174,-0.003169775390625,0.05614877554030999,0.254,0.14512644490860094,-0.037576493598961216,0,2004.02.12.19.02.39
0.07938090836770041,-0.0018521484375,0.07935929787647265,0.532,0.6281288089313097,0.01321645319075516,0.09549046551308801,-0.0011844726562499999,0.09548311907574472,0.471,0.14829792577434153,0.14209822966363328,0.1042355835824102,-0.001581689453125,0.10422358247172037,0.664,1.5316123199196223,0.08110229450554629,0.05526933697245698,-0.0031755859375000002,0.05517803243437149,0.247,0.12878146657084644,-0.009834981858194702,0,2004.02.12.19.12.39
0.07691333012919477,-0.0020525390625,0.07688593782324185,0.386,0.39889819209664656,-0.04784546732128758,0.09580923148575311,-0.002010009765625,0.09578814487520215,0.671,0.29176895399667035,0.14633373466620592,0.10317487714282726,-0.0022109375000000002,0.10315118530006621,0.608,1.090410896613344,0.06435142020333402,0.057307236757373196,-0.003000732421875,0.05722862037213489,0.271,0.19040536801732477,-0.02089908224778097,0,2004.02.12.19.22.39
0.07662792325938943,-0.001935693359375,0.0766034706411227,0.4,0.4256396487454186,0.01591925735045841,0.09407310493581907,-0.0015411621093749997,0.0940604799669779,0.391,0.13254934380645622,0.11233713459232525,0.10526469334046673,-0.00289130859375,0.10522497801700036,0.688,1.3987394995097064,0.030456723733194444,0.05508184207315397,-0.0034065917968749996,0.05497639910453702,0.232,0.05289508669908827,-0.010123336971772222,0,2004.02.12.19.32.39
0.07833920727505721,-0.0021050292968750003,0.07831092036327802,0.442,0.6138303574290354,0.05083044392343235,0.09632820331505332,-0.0019456054687500002,0.09630855296008876,0.505,0.37044434337624566,0.13579965239317057,0.10513800152767969,-0.0017166503906250001,0.10512398620995468,0.71,1.0199363491649125,-0.03360394867271327,0.05642163657869869,-0.0036416015625,0.05630399463873542,0.3,0.1413915523949565,-0.029405504429132055,0,2004.02.12.19.42.39
0.07738031364276786,-0.002425537109375,0.07734228926780076,0.461,0.4847330505740972,-0.010553311045046669,0.09575426592773492,-0.001418896484375,0.09574375267413537,0.449,0.18350777353101622,0.12656562080577227,0.10447311397181933,-0.0012374999999999999,0.10446578452641204,0.964,2.204387535540172,0.015876593416255143,0.055213429992733654,-0.0030388671875,0.05512973914122246,0.244,0.12960885926420973,0.00786050977371587,0,2004.02.12.19.52.39
0.07742347280137335,-0.00203681640625,0.07739667641153741,0.452,0.44981788655085087,0.007370500388662376,0.09501210500592149,-0.0016173828125000001,0.09499833772489959,0.515,0.34689210518490565,0.17136359470092613,0.10305813220353478,-0.00100068359375,0.10305327382294291,0.747,1.399457088022725,-0.029549733509878943,0.05433049858202918,-0.0035380371093749995,0.05421517656140723,0.254,0.12109908638779476,-0.018598535169306527,0,2004.02.12.20.02.39
0.07599751100981861,-0.00204736328125,0.07596992815109205,0.347,0.298949075102521,-0.006799870018957965,0.09407815562198471,-0.002355322265625,0.09404866730719487,0.415,0.16681672705859674,0.11402393367945127,0.10219023983330061,-0.00189150390625,0.10217273281145092,0.706,1.2788690820472937,0.012236134570387028,0.05411561290927855,-0.0033019042968750003,0.0540147849071081,0.254,0.12613656303182408,0.022880999759956076,0,2004.02.12.20.12.39
0.07812885896719358,-0.001757666015625,0.0781090853466685,0.388,0.3483089382397342,0.016522251762402577,0.0971620045437162,-0.0014138183593749999,0.09715171766160298,0.432,0.19192745899544228,0.16713701153622768,0.10547439244166093,-0.00167548828125,0.10546108381747693,0.645,1.173949154833128,0.045675629016111226,0.054244776714272226,-0.00283828125,0.054170471295043654,0.234,0.1300639064348812,-0.015383016781837797,0,2004.02.12.20.22.39
0.0786632849704597,-0.0018957031249999998,0.07864043941895045,0.413,0.4133845006506993,-0.0018899200628458518,0.09569291756789658,-0.0011302734374999998,0.09568624224313928,0.535,0.23697419269106135,0.10156823251781576,0.10591002870213709,-0.0010177734375,0.10590513829327367,1.135,2.7960819445559526,-0.054006069853551594,0.05593206371977638,-0.0028608886718750003,0.05585884950444524,0.278,0.22017821120265157,-0.011753745201321587,0,2004.02.12.20.32.39
0.07712632634090483,-0.00229462890625,0.07709218438354404,0.342,0.39546293783601394,0.008947360224903752,0.09561720582002031,-0.001943408203125,0.0955974540109942,0.43,0.205554278219247,0.18104000830019434,0.10459687962153794,-0.0018148437499999996,0.10458113390437869,0.618,1.0660340863666953,-0.011419054838205132,0.054547167716201134,-0.0031359863281250006,0.05445694717489393,0.234,0.06690446092218671,-0.014148449595163473,0,2004.02.12.20.42.39
